id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 2 gen 1981 ageLiq 64;2042;31632,3;61;52025,6;164,50%;64,57%;;164,47;25305,84;
Cas 2 gen 1981 ageLiq 64;2043;32041;62;53620,6;167,40%;64,57%;;167,35;25632,8;
Cas 2 gen 1981 ageLiq 64;2044;32445,3;63;55247,9;170,30%;64,57%;;170,28;25956,24;
Cas 2 gen 1981 ageLiq 64;2045;32876,1;64;56961,2;173,30%;64,57%;;173,26;26300,88;
Cas 2 gen 1982 ageLiq 64;2006;20356,8;24;18184,7;89,30%;64,28%;;89,33;16285,44;
Cas 2 gen 1982 ageLiq 64;2007;20883,3;25;18932,8;90,70%;64,28%;;90,66;16706,64;
Cas 2 gen 1982 ageLiq 64;2008;21198;26;19758,6;93,20%;64,28%;;93,21;16958,4;
Cas 2 gen 1982 ageLiq 64;2009;21630,4;27;20179;93,30%;64,28%;;93,29;17304,32;
Cas 2 gen 1982 ageLiq 64;2010;22419,6;28;21233,6;94,70%;64,28%;;94,71;17935,68;
Cas 2 gen 1982 ageLiq 64;2011;22563,7;29;21821,4;96,70%;64,28%;;96,71;18050,96;
Cas 2 gen 1982 ageLiq 64;2012;22855,6;30;22535,6;98,60%;64,28%;;98,6;18284,48;
Cas 2 gen 1982 ageLiq 64;2013;22916,3;31;22792,5;99,50%;64,28%;;99,46;18333,04;
Cas 2 gen 1982 ageLiq 64;2014;23092,6;32;23083,3;100,00%;64,28%;;99,96;18474,08;
Cas 2 gen 1982 ageLiq 64;2015;23448,9;33;23448,9;100,00%;64,28%;;100;18759,12;
Cas 2 gen 1982 ageLiq 64;2016;23767,9;34;23810,7;100,20%;64,28%;;100,18;19014,32;
Cas 2 gen 1982 ageLiq 64;2017;24168,4;35;24463,3;101,20%;64,28%;;101,22;19334,72;
Cas 2 gen 1982 ageLiq 64;2018;24250,9;36;25000,3;103,10%;64,28%;;103,09;19400,72;
Cas 2 gen 1982 ageLiq 64;2019;24625,9;37;25667,5;104,20%;64,28%;;104,23;19700,72;
Cas 2 gen 1982 ageLiq 64;2020;23806,8;38;24932,8;104,70%;64,28%;;104,73;19045,44;
Cas 2 gen 1982 ageLiq 64;2021;24479,6;39;26058,5;106,50%;64,28%;;106,45;19583,68;
Cas 2 gen 1982 ageLiq 64;2022;24416,2;40;27348,5;112,00%;64,28%;;112,01;19532,96;
Cas 2 gen 1982 ageLiq 64;2023;24439,8;41;28709,4;117,50%;64,28%;;117,47;19551,84;
Cas 2 gen 1982 ageLiq 64;2024;24586;42;29603,2;120,40%;64,28%;;120,41;19668,8;
Cas 2 gen 1982 ageLiq 64;2025;24852,3;43;30435,6;122,50%;64,28%;;122,47;19881,84;
Cas 2 gen 1982 ageLiq 64;2026;25088,7;44;31262,7;124,60%;64,28%;;124,61;20070,96;
Cas 2 gen 1982 ageLiq 64;2027;25174,4;45;31918,5;126,80%;64,28%;;126,79;20139,52;
Cas 2 gen 1982 ageLiq 64;2028;25558,1;46;32972,1;129,00%;64,28%;;129,01;20446,48;
Cas 2 gen 1982 ageLiq 64;2029;25916,2;47;34019,1;131,30%;64,28%;;131,27;20732,96;
Cas 2 gen 1982 ageLiq 64;2030;26250,8;48;35061,4;133,60%;64,28%;;133,56;21000,64;
Cas 2 gen 1982 ageLiq 64;2031;26580,5;49;36123,1;135,90%;64,28%;;135,9;21264,4;
Cas 2 gen 1982 ageLiq 64;2032;26908,4;50;37208,6;138,30%;64,28%;;138,28;21526,72;
Cas 2 gen 1982 ageLiq 64;2033;27572,3;51;38793,8;140,70%;64,28%;;140,7;22057,84;
Cas 2 gen 1982 ageLiq 64;2034;28373,1;52;40619,2;143,20%;64,28%;;143,16;22698,48;
Cas 2 gen 1982 ageLiq 64;2035;28840,8;53;42011,2;145,70%;64,28%;;145,67;23072,64;
Cas 2 gen 1982 ageLiq 64;2036;29699;54;44018,4;148,20%;64,28%;;148,22;23759,2;
Cas 2 gen 1982 ageLiq 64;2037;29485,4;55;44466,7;150,80%;64,28%;;150,81;23588,32;
Cas 2 gen 1982 ageLiq 64;2038;29998,8;56;46032,7;153,50%;64,28%;;153,45;23999,04;
Cas 2 gen 1982 ageLiq 64;2039;30438,1;57;47524,1;156,10%;64,28%;;156,13;24350,48;
Cas 2 gen 1982 ageLiq 64;2040;30868,6;58;49039,6;158,90%;64,28%;;158,87;24694,88;
Cas 2 gen 1982 ageLiq 64;2041;31178,3;59;50398,5;161,70%;64,28%;;161,65;24942,64;
Cas 2 gen 1982 ageLiq 64;2042;31622;60;52010,2;164,50%;64,28%;;164,47;25297,6;
Cas 2 gen 1982 ageLiq 64;2043;32043,1;61;53625,1;167,40%;64,28%;;167,35;25634,48;
Cas 2 gen 1982 ageLiq 64;2044;32457,4;62;55269,1;170,30%;64,28%;;170,28;25965,92;
Cas 2 gen 1982 ageLiq 64;2045;32867,4;63;56946,6;173,30%;64,28%;;173,26;26293,92;
Cas 2 gen 1982 ageLiq 64;2046;33304,1;64;58713;176,30%;64,28%;;176,29;26643,28;
Cas 2 gen 1983 ageLiq 64;2007;20571,3;24;18650;90,70%;63,98%;;90,66;16457,04;
Cas 2 gen 1983 ageLiq 64;2008;20788,6;25;19377,1;93,20%;63,98%;;93,21;16630,88;
Cas 2 gen 1983 ageLiq 64;2009;21180,8;26;19759,6;93,30%;63,98%;;93,29;16944,64;
Cas 2 gen 1983 ageLiq 64;2010;21873,3;27;20716,2;94,70%;63,98%;;94,71;17498,64;
Cas 2 gen 1983 ageLiq 64;2011;22234,1;28;21502,6;96,70%;63,98%;;96,71;17787,28;
Cas 2 gen 1983 ageLiq 64;2012;22461,2;29;22146,7;98,60%;63,98%;;98,6;17968,96;
Cas 2 gen 1983 ageLiq 64;2013;22788,8;30;22665,7;99,50%;63,98%;;99,46;18231,04;
Cas 2 gen 1983 ageLiq 64;2014;22953,7;31;22944,5;100,00%;63,98%;;99,96;18362,96;
Cas 2 gen 1983 ageLiq 64;2015;23360,8;32;23360,8;100,00%;63,98%;;100;18688,64;
Cas 2 gen 1983 ageLiq 64;2016;23695,3;33;23737,9;100,20%;63,98%;;100,18;18956,24;
Cas 2 gen 1983 ageLiq 64;2017;23993,5;34;24286,2;101,20%;63,98%;;101,22;19194,8;
Cas 2 gen 1983 ageLiq 64;2018;24113,6;35;24858,7;103,10%;63,98%;;103,09;19290,88;
Cas 2 gen 1983 ageLiq 64;2019;24436,2;36;25469,8;104,20%;63,98%;;104,23;19548,96;
Cas 2 gen 1983 ageLiq 64;2020;23628,7;37;24746,3;104,70%;63,98%;;104,73;18902,96;
Cas 2 gen 1983 ageLiq 64;2021;24413,2;38;25987,8;106,50%;63,98%;;106,45;19530,56;
Cas 2 gen 1983 ageLiq 64;2022;24410;39;27341,6;112,00%;63,98%;;112,01;19528;
Cas 2 gen 1983 ageLiq 64;2023;24341,7;40;28594,2;117,50%;63,98%;;117,47;19473,36;
Cas 2 gen 1983 ageLiq 64;2024;24505,7;41;29506,6;120,40%;63,98%;;120,41;19604,56;
Cas 2 gen 1983 ageLiq 64;2025;24737,2;42;30294,6;122,50%;63,98%;;122,47;19789,76;
Cas 2 gen 1983 ageLiq 64;2026;24986,6;43;31135,6;124,60%;63,98%;;124,61;19989,28;
Cas 2 gen 1983 ageLiq 64;2027;25170;44;31913;126,80%;63,98%;;126,79;20136;
Cas 2 gen 1983 ageLiq 64;2028;25444,1;45;32825;129,00%;63,98%;;129,01;20355,28;
Cas 2 gen 1983 ageLiq 64;2029;25877,3;46;33968,1;131,30%;63,98%;;131,27;20701,84;
Cas 2 gen 1983 ageLiq 64;2030;26209,2;47;35005,8;133,60%;63,98%;;133,56;20967,36;
Cas 2 gen 1983 ageLiq 64;2031;26518,6;48;36038,9;135,90%;63,98%;;135,9;21214,88;
Cas 2 gen 1983 ageLiq 64;2032;26824,2;49;37092,2;138,30%;63,98%;;138,28;21459,36;
Cas 2 gen 1983 ageLiq 64;2033;27215;50;38291,1;140,70%;63,98%;;140,7;21772;
Cas 2 gen 1983 ageLiq 64;2034;27891,9;51;39930,3;143,20%;63,98%;;143,16;22313,52;
Cas 2 gen 1983 ageLiq 64;2035;28707,8;52;41817,5;145,70%;63,98%;;145,67;22966,24;
Cas 2 gen 1983 ageLiq 64;2036;29190;53;43264;148,20%;63,98%;;148,22;23352;
Cas 2 gen 1983 ageLiq 64;2037;30064,7;54;45340,2;150,80%;63,98%;;150,81;24051,76;
Cas 2 gen 1983 ageLiq 64;2038;29854,3;55;45810,9;153,50%;63,98%;;153,45;23883,44;
Cas 2 gen 1983 ageLiq 64;2039;30383;56;47438,1;156,10%;63,98%;;156,13;24306,4;
Cas 2 gen 1983 ageLiq 64;2040;30834,2;57;48985;158,90%;63,98%;;158,87;24667,36;
Cas 2 gen 1983 ageLiq 64;2041;31270,3;58;50547,2;161,70%;63,98%;;161,65;25016,24;
Cas 2 gen 1983 ageLiq 64;2042;31584,1;59;51947,9;164,50%;63,98%;;164,47;25267,28;
Cas 2 gen 1983 ageLiq 64;2043;32033,6;60;53609,3;167,40%;63,98%;;167,35;25626,88;
Cas 2 gen 1983 ageLiq 64;2044;32460,1;61;55273,8;170,30%;63,98%;;170,28;25968,08;
Cas 2 gen 1983 ageLiq 64;2045;32880;62;56968,5;173,30%;63,98%;;173,26;26304;
Cas 2 gen 1983 ageLiq 64;2046;33295,5;63;58698;176,30%;63,98%;;176,29;26636,4;
Cas 2 gen 1983 ageLiq 64;2047;33738;64;60518,9;179,40%;63,98%;;179,38;26990,4;
Cas 2 gen 1984 ageLiq 64;2008;20478,1;24;19087,6;93,20%;63,72%;;93,21;16382,48;
Cas 2 gen 1984 ageLiq 64;2009;20771,8;25;19378;93,30%;63,72%;;93,29;16617,44;
Cas 2 gen 1984 ageLiq 64;2010;21418,6;26;20285,6;94,70%;63,72%;;94,71;17134,88;
Cas 2 gen 1984 ageLiq 64;2011;21692,3;27;20978,6;96,70%;63,72%;;96,71;17353,84;
Cas 2 gen 1984 ageLiq 64;2012;22133,1;28;21823,2;98,60%;63,72%;;98,6;17706,48;
Cas 2 gen 1984 ageLiq 64;2013;22395,5;29;22274,6;99,50%;63,72%;;99,46;17916,4;
Cas 2 gen 1984 ageLiq 64;2014;22826;30;22816,9;100,00%;63,72%;;99,96;18260,8;
Cas 2 gen 1984 ageLiq 64;2015;23220,3;31;23220,3;100,00%;63,72%;;100;18576,24;
Cas 2 gen 1984 ageLiq 64;2016;23606,3;32;23648,7;100,20%;63,72%;;100,18;18885,04;
Cas 2 gen 1984 ageLiq 64;2017;23920,1;33;24212;101,20%;63,72%;;101,22;19136,08;
Cas 2 gen 1984 ageLiq 64;2018;23939;34;24678,8;103,10%;63,72%;;103,09;19151,2;
Cas 2 gen 1984 ageLiq 64;2019;24297,8;35;25325,6;104,20%;63,72%;;104,23;19438,24;
Cas 2 gen 1984 ageLiq 64;2020;23446,7;36;24555,7;104,70%;63,72%;;104,73;18757,36;
Cas 2 gen 1984 ageLiq 64;2021;24230,5;37;25793,4;106,50%;63,72%;;106,45;19384,4;
Cas 2 gen 1984 ageLiq 64;2022;24343,8;38;27267,5;112,00%;63,72%;;112,01;19475,04;
Cas 2 gen 1984 ageLiq 64;2023;24335,6;39;28587;117,50%;63,72%;;117,47;19468,48;
Cas 2 gen 1984 ageLiq 64;2024;24407,4;40;29388,2;120,40%;63,72%;;120,41;19525,92;
Cas 2 gen 1984 ageLiq 64;2025;24656,5;41;30195,7;122,50%;63,72%;;122,47;19725,2;
Cas 2 gen 1984 ageLiq 64;2026;24870,9;42;30991,4;124,60%;63,72%;;124,61;19896,72;
Cas 2 gen 1984 ageLiq 64;2027;25067,7;43;31783,2;126,80%;63,72%;;126,79;20054,16;
Cas 2 gen 1984 ageLiq 64;2028;25439,7;44;32819,3;129,00%;63,72%;;129,01;20351,76;
Cas 2 gen 1984 ageLiq 64;2029;25761,8;45;33816,5;131,30%;63,72%;;131,27;20609,44;
Cas 2 gen 1984 ageLiq 64;2030;26169,8;46;34953,2;133,60%;63,72%;;133,56;20935,84;
Cas 2 gen 1984 ageLiq 64;2031;26476,5;47;35981,7;135,90%;63,72%;;135,9;21181,2;
Cas 2 gen 1984 ageLiq 64;2032;26761,7;48;37005,8;138,30%;63,72%;;138,28;21409,36;
Cas 2 gen 1984 ageLiq 64;2033;27129,9;49;38171,4;140,70%;63,72%;;140,7;21703,92;
Cas 2 gen 1984 ageLiq 64;2034;27530,5;50;39412,9;143,20%;63,72%;;143,16;22024,4;
Cas 2 gen 1984 ageLiq 64;2035;28220,9;51;41108,3;145,70%;63,72%;;145,67;22576,72;
Cas 2 gen 1984 ageLiq 64;2036;29055,4;52;43064,6;148,20%;63,72%;;148,22;23244,32;
Cas 2 gen 1984 ageLiq 64;2037;29549,4;53;44563,2;150,80%;63,72%;;150,81;23639,52;
Cas 2 gen 1984 ageLiq 64;2038;30440,8;54;46710,9;153,50%;63,72%;;153,45;24352,64;
Cas 2 gen 1984 ageLiq 64;2039;30236,6;55;47209,5;156,10%;63,72%;;156,13;24189,28;
Cas 2 gen 1984 ageLiq 64;2040;30778,3;56;48896,3;158,90%;63,72%;;158,87;24622,64;
Cas 2 gen 1984 ageLiq 64;2041;31235,4;57;50490,8;161,70%;63,72%;;161,65;24988,32;
Cas 2 gen 1984 ageLiq 64;2042;31677,3;58;52101,1;164,50%;63,72%;;164,47;25341,84;
Cas 2 gen 1984 ageLiq 64;2043;31995,2;59;53545;167,40%;63,72%;;167,35;25596,16;
Cas 2 gen 1984 ageLiq 64;2044;32450,6;60;55257,4;170,30%;63,72%;;170,28;25960,48;
Cas 2 gen 1984 ageLiq 64;2045;32882,7;61;56973,2;173,30%;63,72%;;173,26;26306,16;
Cas 2 gen 1984 ageLiq 64;2046;33308,3;62;58720,5;176,30%;63,72%;;176,29;26646,64;
Cas 2 gen 1984 ageLiq 64;2047;33729,4;63;60503,4;179,40%;63,72%;;179,38;26983,52;
Cas 2 gen 1984 ageLiq 64;2048;34177,7;64;62380,6;182,50%;63,72%;;182,52;27342,16;
Cas 2 gen 1985 ageLiq 64;2009;20461,5;24;19088,6;93,30%;63,47%;;93,29;16369,2;
Cas 2 gen 1985 ageLiq 64;2010;21005;25;19893,9;94,70%;63,47%;;94,71;16804;
Cas 2 gen 1985 ageLiq 64;2011;21241,4;26;20542,6;96,70%;63,47%;;96,71;16993,12;
Cas 2 gen 1985 ageLiq 64;2012;21593,7;27;21291,4;98,60%;63,47%;;98,6;17274,96;
Cas 2 gen 1985 ageLiq 64;2013;22068,3;28;21949,1;99,50%;63,47%;;99,46;17654,64;
Cas 2 gen 1985 ageLiq 64;2014;22432,1;29;22423,1;100,00%;63,47%;;99,96;17945,68;
Cas 2 gen 1985 ageLiq 64;2015;23091,1;30;23091,1;100,00%;63,47%;;100;18472,88;
Cas 2 gen 1985 ageLiq 64;2016;23464,3;31;23506,6;100,20%;63,47%;;100,18;18771,44;
Cas 2 gen 1985 ageLiq 64;2017;23830,3;32;24121;101,20%;63,47%;;101,22;19064,24;
Cas 2 gen 1985 ageLiq 64;2018;23865,9;33;24603,3;103,10%;63,47%;;103,09;19092,72;
Cas 2 gen 1985 ageLiq 64;2019;24121,9;34;25142,3;104,20%;63,47%;;104,23;19297,52;
Cas 2 gen 1985 ageLiq 64;2020;23313,9;35;24416,7;104,70%;63,47%;;104,73;18651,12;
Cas 2 gen 1985 ageLiq 64;2021;24043,9;36;25594,8;106,50%;63,47%;;106,45;19235,12;
Cas 2 gen 1985 ageLiq 64;2022;24161,7;37;27063,5;112,00%;63,47%;;112,01;19329,36;
Cas 2 gen 1985 ageLiq 64;2023;24269,6;38;28509,5;117,50%;63,47%;;117,47;19415,68;
Cas 2 gen 1985 ageLiq 64;2024;24401,3;39;29380,8;120,40%;63,47%;;120,41;19521,04;
Cas 2 gen 1985 ageLiq 64;2025;24557,6;40;30074,6;122,50%;63,47%;;122,47;19646,08;
Cas 2 gen 1985 ageLiq 64;2026;24789,8;41;30890,2;124,60%;63,47%;;124,61;19831,84;
Cas 2 gen 1985 ageLiq 64;2027;24951,6;42;31636;126,80%;63,47%;;126,79;19961,28;
Cas 2 gen 1985 ageLiq 64;2028;25336,2;43;32685,8;129,00%;63,47%;;129,01;20268,96;
Cas 2 gen 1985 ageLiq 64;2029;25757,4;44;33810,7;131,30%;63,47%;;131,27;20605,92;
Cas 2 gen 1985 ageLiq 64;2030;26053;45;34797,2;133,60%;63,47%;;133,56;20842,4;
Cas 2 gen 1985 ageLiq 64;2031;26436,7;46;35927,6;135,90%;63,47%;;135,9;21149,36;
Cas 2 gen 1985 ageLiq 64;2032;26719,2;47;36947;138,30%;63,47%;;138,28;21375,36;
Cas 2 gen 1985 ageLiq 64;2033;27066,7;48;38082,4;140,70%;63,47%;;140,7;21653,36;
Cas 2 gen 1985 ageLiq 64;2034;27444,4;49;39289,7;143,20%;63,47%;;143,16;21955,52;
Cas 2 gen 1985 ageLiq 64;2035;27855,3;50;40575,7;145,70%;63,47%;;145,67;22284,24;
Cas 2 gen 1985 ageLiq 64;2036;28562,6;51;42334,2;148,20%;63,47%;;148,22;22850,08;
Cas 2 gen 1985 ageLiq 64;2037;29413,2;52;44357,7;150,80%;63,47%;;150,81;23530,56;
Cas 2 gen 1985 ageLiq 64;2038;29919,1;53;45910,3;153,50%;63,47%;;153,45;23935,28;
Cas 2 gen 1985 ageLiq 64;2039;30830,6;54;48136,9;156,10%;63,47%;;156,13;24664,48;
Cas 2 gen 1985 ageLiq 64;2040;30630;55;48660,7;158,90%;63,47%;;158,87;24504;
Cas 2 gen 1985 ageLiq 64;2041;31178,8;56;50399,4;161,70%;63,47%;;161,65;24943,04;
Cas 2 gen 1985 ageLiq 64;2042;31641,9;57;52043,1;164,50%;63,47%;;164,47;25313,52;
Cas 2 gen 1985 ageLiq 64;2043;32089,6;58;53703;167,40%;63,47%;;167,35;25671,68;
Cas 2 gen 1985 ageLiq 64;2044;32411,7;59;55191,2;170,30%;63,47%;;170,28;25929,36;
Cas 2 gen 1985 ageLiq 64;2045;32873;60;56956,4;173,30%;63,47%;;173,26;26298,4;
Cas 2 gen 1985 ageLiq 64;2046;33311,1;61;58725,5;176,30%;63,47%;;176,29;26648,88;
Cas 2 gen 1985 ageLiq 64;2047;33742,3;62;60526,7;179,40%;63,47%;;179,38;26993,84;
Cas 2 gen 1985 ageLiq 64;2048;34169;63;62364,6;182,50%;63,47%;;182,52;27335,2;
Cas 2 gen 1985 ageLiq 64;2049;34623,3;64;64299,6;185,70%;63,47%;;185,71;27698,64;
Cas 2 gen 1986 ageLiq 64;2010;20691,3;24;19596,7;94,70%;63,25%;;94,71;16553,04;
Cas 2 gen 1986 ageLiq 64;2011;20831,2;25;20145,9;96,70%;63,25%;;96,71;16664,96;
Cas 2 gen 1986 ageLiq 64;2012;21144,9;26;20848,9;98,60%;63,25%;;98,6;16915,92;
Cas 2 gen 1986 ageLiq 64;2013;21530,6;27;21414,3;99,50%;63,25%;;99,46;17224,48;
Cas 2 gen 1986 ageLiq 64;2014;22104,4;28;22095,5;100,00%;63,25%;;99,96;17683,52;
Cas 2 gen 1986 ageLiq 64;2015;22692,6;29;22692,6;100,00%;63,25%;;100;18154,08;
Cas 2 gen 1986 ageLiq 64;2016;23333,8;30;23375,8;100,20%;63,25%;;100,18;18667,04;
Cas 2 gen 1986 ageLiq 64;2017;23687;31;23976;101,20%;63,25%;;101,22;18949,6;
Cas 2 gen 1986 ageLiq 64;2018;23776,2;32;24510,9;103,10%;63,25%;;103,09;19020,96;
Cas 2 gen 1986 ageLiq 64;2019;24048,2;33;25065,5;104,20%;63,25%;;104,23;19238,56;
Cas 2 gen 1986 ageLiq 64;2020;23145,2;34;24239,9;104,70%;63,25%;;104,73;18516,16;
Cas 2 gen 1986 ageLiq 64;2021;23907,8;35;25449,8;106,50%;63,25%;;106,45;19126,24;
Cas 2 gen 1986 ageLiq 64;2022;23975,6;36;26855;112,00%;63,25%;;112,01;19180,48;
Cas 2 gen 1986 ageLiq 64;2023;24088;37;28296,2;117,50%;63,25%;;117,47;19270,4;
Cas 2 gen 1986 ageLiq 64;2024;24335,1;38;29301,1;120,40%;63,25%;;120,41;19468,08;
Cas 2 gen 1986 ageLiq 64;2025;24551,4;39;30067,1;122,50%;63,25%;;122,47;19641,12;
Cas 2 gen 1986 ageLiq 64;2026;24690,3;40;30766,3;124,60%;63,25%;;124,61;19752,24;
Cas 2 gen 1986 ageLiq 64;2027;24870,2;41;31532,8;126,80%;63,25%;;126,79;19896,16;
Cas 2 gen 1986 ageLiq 64;2028;25218,9;42;32534,4;129,00%;63,25%;;129,01;20175,12;
Cas 2 gen 1986 ageLiq 64;2029;25652,6;43;33673,2;131,30%;63,25%;;131,27;20522,08;
Cas 2 gen 1986 ageLiq 64;2030;26048,5;44;34791,2;133,60%;63,25%;;133,56;20838,8;
Cas 2 gen 1986 ageLiq 64;2031;26318,8;45;35767,3;135,90%;63,25%;;135,9;21055,04;
Cas 2 gen 1986 ageLiq 64;2032;26679,1;46;36891,5;138,30%;63,25%;;138,28;21343,28;
Cas 2 gen 1986 ageLiq 64;2033;27023,7;47;38022;140,70%;63,25%;;140,7;21618,96;
Cas 2 gen 1986 ageLiq 64;2034;27380,5;48;39198,1;143,20%;63,25%;;143,16;21904,4;
Cas 2 gen 1986 ageLiq 64;2035;27768,2;49;40448,8;145,70%;63,25%;;145,67;22214,56;
Cas 2 gen 1986 ageLiq 64;2036;28192,6;50;41785,7;148,20%;63,25%;;148,22;22554,08;
Cas 2 gen 1986 ageLiq 64;2037;28914,4;51;43605,5;150,80%;63,25%;;150,81;23131,52;
Cas 2 gen 1986 ageLiq 64;2038;29781,2;52;45698,7;153,50%;63,25%;;153,45;23824,96;
Cas 2 gen 1986 ageLiq 64;2039;30302,2;53;47312;156,10%;63,25%;;156,13;24241,76;
Cas 2 gen 1986 ageLiq 64;2040;31231,8;54;49616,6;158,90%;63,25%;;158,87;24985,44;
Cas 2 gen 1986 ageLiq 64;2041;31028,6;55;50156,5;161,70%;63,25%;;161,65;24822,88;
Cas 2 gen 1986 ageLiq 64;2042;31584,7;56;51948,8;164,50%;63,25%;;164,47;25267,76;
Cas 2 gen 1986 ageLiq 64;2043;32053,8;57;53643,1;167,40%;63,25%;;167,35;25643,04;
Cas 2 gen 1986 ageLiq 64;2044;32507,3;58;55354;170,30%;63,25%;;170,28;26005,84;
Cas 2 gen 1986 ageLiq 64;2045;32833,6;59;56888,2;173,30%;63,25%;;173,26;26266,88;
Cas 2 gen 1986 ageLiq 64;2046;33301,3;60;58708,1;176,30%;63,25%;;176,29;26641,04;
Cas 2 gen 1986 ageLiq 64;2047;33745,2;61;60531,7;179,40%;63,25%;;179,38;26996,16;
Cas 2 gen 1986 ageLiq 64;2048;34182,1;62;62388,5;182,50%;63,25%;;182,52;27345,68;
Cas 2 gen 1986 ageLiq 64;2049;34614,4;63;64283,1;185,70%;63,25%;;185,71;27691,52;
Cas 2 gen 1986 ageLiq 64;2050;35074,7;64;66278;189,00%;63,25%;;188,96;28059,76;
Cas 2 gen 1987 ageLiq 64;2011;20520,1;24;19845;96,70%;63,07%;;96,71;16416,08;
Cas 2 gen 1987 ageLiq 64;2012;20736,6;25;20446,3;98,60%;63,07%;;98,6;16589,28;
Cas 2 gen 1987 ageLiq 64;2013;21083;26;20969,2;99,50%;63,07%;;99,46;16866,4;
Cas 2 gen 1987 ageLiq 64;2014;21565,7;27;21557,1;100,00%;63,07%;;99,96;17252,56;
Cas 2 gen 1987 ageLiq 64;2015;22361,1;28;22361,1;100,00%;63,07%;;100;17888,88;
Cas 2 gen 1987 ageLiq 64;2016;22931,1;29;22972,4;100,20%;63,07%;;100,18;18344,88;
Cas 2 gen 1987 ageLiq 64;2017;23555,2;30;23842,6;101,20%;63,07%;;101,22;18844,16;
Cas 2 gen 1987 ageLiq 64;2018;23633,3;31;24363,6;103,10%;63,07%;;103,09;18906,64;
Cas 2 gen 1987 ageLiq 64;2019;23957,9;32;24971,3;104,20%;63,07%;;104,23;19166,32;
Cas 2 gen 1987 ageLiq 64;2020;23074,4;33;24165,8;104,70%;63,07%;;104,73;18459,52;
Cas 2 gen 1987 ageLiq 64;2021;23734,7;34;25265,6;106,50%;63,07%;;106,45;18987,76;
Cas 2 gen 1987 ageLiq 64;2022;23839,8;35;26703;112,00%;63,07%;;112,01;19071,84;
Cas 2 gen 1987 ageLiq 64;2023;23902,5;36;28078,2;117,50%;63,07%;;117,47;19122;
Cas 2 gen 1987 ageLiq 64;2024;24153,1;37;29081,9;120,40%;63,07%;;120,41;19322,48;
Cas 2 gen 1987 ageLiq 64;2025;24484,8;38;29985,5;122,50%;63,07%;;122,47;19587,84;
Cas 2 gen 1987 ageLiq 64;2026;24684,1;39;30758,6;124,60%;63,07%;;124,61;19747,28;
Cas 2 gen 1987 ageLiq 64;2027;24770,4;40;31406,3;126,80%;63,07%;;126,79;19816,32;
Cas 2 gen 1987 ageLiq 64;2028;25136,6;41;32428,3;129,00%;63,07%;;129,01;20109,28;
Cas 2 gen 1987 ageLiq 64;2029;25533,8;42;33517,2;131,30%;63,07%;;131,27;20427,04;
Cas 2 gen 1987 ageLiq 64;2030;25942,6;43;34649,8;133,60%;63,07%;;133,56;20754,08;
Cas 2 gen 1987 ageLiq 64;2031;26314,2;44;35761,2;135,90%;63,07%;;135,9;21051,36;
Cas 2 gen 1987 ageLiq 64;2032;26560,1;45;36726,9;138,30%;63,07%;;138,28;21248,08;
Cas 2 gen 1987 ageLiq 64;2033;26983,1;46;37964,9;140,70%;63,07%;;140,7;21586,48;
Cas 2 gen 1987 ageLiq 64;2034;27337;47;39135,9;143,20%;63,07%;;143,16;21869,6;
Cas 2 gen 1987 ageLiq 64;2035;27703,4;48;40354,5;145,70%;63,07%;;145,67;22162,72;
Cas 2 gen 1987 ageLiq 64;2036;28104,4;49;41655;148,20%;63,07%;;148,22;22483,52;
Cas 2 gen 1987 ageLiq 64;2037;28539,7;50;43040,5;150,80%;63,07%;;150,81;22831,76;
Cas 2 gen 1987 ageLiq 64;2038;29276,1;51;44923,6;153,50%;63,07%;;153,45;23420,88;
Cas 2 gen 1987 ageLiq 64;2039;30162,5;52;47093,8;156,10%;63,07%;;156,13;24130;
Cas 2 gen 1987 ageLiq 64;2040;30696,5;53;48766,3;158,90%;63,07%;;158,87;24557,2;
Cas 2 gen 1987 ageLiq 64;2041;31638,2;54;51141,9;161,70%;63,07%;;161,65;25310,56;
Cas 2 gen 1987 ageLiq 64;2042;31432,5;55;51698,5;164,50%;63,07%;;164,47;25146;
Cas 2 gen 1987 ageLiq 64;2043;31995,8;56;53546;167,40%;63,07%;;167,35;25596,64;
Cas 2 gen 1987 ageLiq 64;2044;32471,1;57;55292,3;170,30%;63,07%;;170,28;25976,88;
Cas 2 gen 1987 ageLiq 64;2045;32930,5;58;57056;173,30%;63,07%;;173,26;26344,4;
Cas 2 gen 1987 ageLiq 64;2046;33261,4;59;58637,8;176,30%;63,07%;;176,29;26609,12;
Cas 2 gen 1987 ageLiq 64;2047;33735,2;60;60513,9;179,40%;63,07%;;179,38;26988,16;
Cas 2 gen 1987 ageLiq 64;2048;34185;61;62393,8;182,50%;63,07%;;182,52;27348;
Cas 2 gen 1987 ageLiq 64;2049;34627,7;62;64307,8;185,70%;63,07%;;185,71;27702,16;
Cas 2 gen 1987 ageLiq 64;2050;35065,7;63;66261;189,00%;63,07%;;188,96;28052,56;
Cas 2 gen 1987 ageLiq 64;2051;35532,1;64;68317,3;192,30%;63,07%;;192,27;28425,68;
Cas 2 gen 1988 ageLiq 64;2012;20426,8;24;20140,8;98,60%;62,93%;;98,6;16341,44;
